year,fund,recipient,location,artform,amount_awarded
2026,Strategic Funding,Fresh Film,Limerick City and County Council,Children and Young People's Arts,125000
2026,Strategic Funding,Galway Arts Festival,Galway City Council,Festivals and Events,1000000
2026,Strategic Funding,Galway Community Circus,Galway City Council,Children and Young People's Arts,250000
2026,Strategic Funding,Galway Film Fleadh,Galway City Council,Film,150000
2026,Strategic Funding,"Gate Theatre, The",Dublin City Council,Theatre,2850000
2026,Strategic Funding,Graphic Studio Dublin,Dublin City Council,Visual Arts,116940
2026,Strategic Funding,Harp Ireland / Cruit Éireann,Dublin City Council,Traditional Arts,172500
2026,Strategic Funding,Helium Children’s Arts & Health,Westmeath County Council,Participatory Arts,115000
2026,Strategic Funding,Highlanes Gallery,Louth County Council,Visual Arts,159500
2026,Strategic Funding,Improvised Music Company,Dublin City Council,Music,357000
2026,Strategic Funding,IMRAM,Dun Laoghaire Rathdown County Council,Literature (Irish language),188000
2026,Strategic Funding,Irish Aerial Creation Centre,Clare County Council,"Circus, Street Performance and Spectacle",200000
2026,Strategic Funding,Irish Architectural Archive,Dublin City Council,Architecture,470000
2026,Strategic Funding,Irish Architecture Foundation,Dublin City Council,Architecture,420000
2026,Strategic Funding,Irish Association of Youth Orchestras,Cork City Council,Children and Young People's Arts,350000
2026,Strategic Funding,Irish Baroque Orchestra,Dublin City Council,Music,428500
2026,Strategic Funding,Irish Chamber Orchestra,Limerick City and County Council,Music,1305000
2026,Strategic Funding,Irish Film Institute,Dublin City Council,Film,1348000
2026,Strategic Funding,Irish Modern Dance Theatre,Dublin City Council,Dance,205000
2026,Strategic Funding,Irish National Opera,Dublin City Council,Opera,5536130
2026,Strategic Funding,Irish National Youth Ballet Company,Dublin City Council,Children and Young People's Arts,105000
2026,Strategic Funding,"Irish Street Arts, Circus And Spectacle Network",Wexford County Council,"Circus, Street Performance and Spectacle",185000
2026,Strategic Funding,Irish Theatre Institute,Dublin City Council,Theatre,385000
2026,Strategic Funding,Irish Traditional Music Archive,Dublin City Council,Traditional Arts,1066000
2026,Strategic Funding,Irish Writers’ Centre,Dublin City Council,Literature (English language),285000
2026,Strategic Funding,KCAT,Kilkenny County Council,Participatory Arts,87010
2026,Strategic Funding,Kids’ Own,Sligo County Council,Children and Young People's Arts,150000
2026,Strategic Funding,Kilkenny Arts Festival,Kilkenny County Council,Festivals and Events,587976
2026,Strategic Funding,LD Dance Shawbrook,Longford County Council,Dance,78000
2026,Strategic Funding,Leitrim Sculpture Centre,Leitrim County Council,Visual Arts,350000
2026,Strategic Funding,Lewis Glucksman Gallery,Cork City Council,Visual Arts,153500
2026,Strategic Funding,Limerick City Gallery of Art,Limerick City and County Council,Visual Arts,181260
2026,Strategic Funding,Limerick Printmakers,Limerick City and County Council,Visual Arts,84500
2026,Strategic Funding,Literature Ireland,Dublin City Council,Literature (English language),395000
2026,Strategic Funding,Luail Ireland’s National Dance Company Clg,Dublin City Council,Dance,2200000
2026,Strategic Funding,Macnas,Galway City Council,"Circus, Street Performance and Spectacle",400000
2026,Strategic Funding,Munster Literature Centre,Cork City Council,Literature (English language),246000
2026,Strategic Funding,Music Network,Dublin City Council,Music,700000
2026,Strategic Funding,National Circus Festival of Ireland,Kerry County Council,"Circus, Street Performance and Spectacle",100000
2026,Strategic Funding,National Irish Visual Arts Library,Dublin City Council,Visual Arts,101800
2026,Strategic Funding,National Sculpture Factory Cork,Cork City Council,Visual Arts,353200
2026,Strategic Funding,National Youth Council of Ireland,Dublin City Council,Children and Young People's Arts,130000
2026,Strategic Funding,National Youth Orchestra of Ireland,Dublin City Council,Children and Young People's Arts,110000
2026,Strategic Funding,New Music Dublin,Dublin City Council,Music,297000
2026,Strategic Funding,"New Theatre, The",Dublin City Council,Theatre,175000
2026,Strategic Funding,Once Off Productions,Waterford City and County Council,Artists support,250000
2026,Strategic Funding,Pan Pan Theatre Company,Dublin City Council,Theatre,394000
2026,Strategic Funding,Photo Museum Ireland,Dublin City Council,Visual Arts,380000
2026,Strategic Funding,Poetry Ireland/Eigse Eireann,Dublin City Council,Literature (English language),565000
2026,Strategic Funding,"Píobairí Uilleann Teoranta, Na",Dublin City Council,Traditional Arts,584500
2026,Strategic Funding,Rough Magic Theatre Company,Dublin City Council,Theatre,436000
2026,Strategic Funding,Royal Hibernian Academy of Arts,Dublin City Council,Visual Arts,516220
2026,Strategic Funding,Réalta (previously Waterford Healing Arts Trust),Waterford City and County Council,Participatory Arts,220000
2026,Strategic Funding,Scoil Samhraidh Willie Clancy,Clare County Council,Traditional Arts,125000
2026,Strategic Funding,Sing Ireland,Limerick City and County Council,Music,375000
2026,Strategic Funding,Teac Damsa,Kerry County Council,Dance,430000
2026,Strategic Funding,Temple Bar Gallery & Studios Ltd,Dublin City Council,Visual Arts,620000
2026,Strategic Funding,The Ark,Dublin City Council,Children and Young People's Arts,770000
2026,Strategic Funding,The Contemporary Music Centre,Dublin City Council,Music,448000
2026,Strategic Funding,The Douglas Hyde Gallery,Dublin City Council,Visual Arts,378420
2026,Strategic Funding,The Firkin Crane,Cork City Council,Dance,232000
2026,Strategic Funding,The Stinging Fly,Dublin City Council,Literature (English language),275000
2026,Strategic Funding,Tyrone Guthrie Centre,Monaghan County Council,Artists support,395000
2026,Strategic Funding,United Fall,Carlow County Council,Dance,245000
2026,Strategic Funding,Visual Artists Ireland,Dublin City Council,Visual Arts,318000
2026,Strategic Funding,Waterford Spraoi,Waterford City and County Council,"Circus, Street Performance and Spectacle",450000
2026,Strategic Funding,West Cork Music,Cork County Council,Music,510000
2026,Strategic Funding,Wexford Festival Opera,Wexford County Council,Opera,1950300
2026,Strategic Funding,Young Irish Film Makers,Kilkenny County Council,Children and Young People's Arts,95000
2026,Strategic Funding,Youth Theatre Ireland,Dublin City Council,Children and Young People's Arts,314000
2027,Arts Grant Funding,126 Artist-Run Gallery,Galway City Council,Visual Arts,38340
2027,Arts Grant Funding,A4 SOUNDS,Dublin City Council,Visual Arts,40000
2027,Arts Grant Funding,Abridged,Derry,Literature (English language),13000
2027,Arts Grant Funding,Achill Heinrich Boll Association,Mayo County Council,Artists support,36000
2027,Arts Grant Funding,Aemi,Dublin City Council,Film,113000
2027,Arts Grant Funding,Aerowaves Europe,Dublin City Council,Dance,43000
2027,Arts Grant Funding,ANU Productions,Dublin City Council,Theatre,254654
2027,Arts Grant Funding,Architectural Association of Ireland,Dublin City Council,Architecture,21100
2027,Arts Grant Funding,Architecture at the Edge,Galway County Council,Architecture,95000
2027,Arts Grant Funding,Art By Grace Dyas,Galway County Council,Participatory Arts,50000
2027,Arts Grant Funding,Artlink Ltd,Donegal County Council,Visual Arts,150000
2027,Arts Grant Funding,Askeaton Contemporary Arts CLG,Limerick City and County Council,Visual Arts,77000
2027,Arts Grant Funding,Asylum Productions,Kilkenny County Council,Participatory Arts,75000
2027,Arts Grant Funding,Athlone Arts And Tourism Ltd,Westmeath County Council,Visual Arts,71500
2027,Arts Grant Funding,Attic Projects,Cork County Council,Dance,185000
2027,Arts Grant Funding,b*spoke Theatre Company / b*spoke productions,Dublin City Council,Festivals and Events,45000
2027,Arts Grant Funding,Backwater Artists Group,Cork City Council,Visual Arts,146250
2027,Arts Grant Funding,Baltimore Fiddle Fair,Cork County Council,Traditional Arts,92500
2027,Arts Grant Funding,Banshee,Cork County Council,Literature (English language),110000
2027,Arts Grant Funding,Barnstorm Theatre Company Ltd,Kilkenny County Council,Children and Young People's Arts,171000
2027,Arts Grant Funding,Bray Jazz Festival,Wicklow County Council,Music,80975
2027,Arts Grant Funding,Broken Talkers,Fingal County Council,Theatre,271652
2027,Arts Grant Funding,Brú Theatre,Galway City Council,Theatre,140327
2027,Arts Grant Funding,Bullaun Press,Sligo County Council,Literature (English language),63000
2027,Arts Grant Funding,"Burke, Aoife",Galway County Council,Music,11600
2027,Arts Grant Funding,Cackle Mgmt,Dublin City Council,Festivals and Events,85000
2027,Arts Grant Funding,"Cahill, Aileen",Sligo County Council,Music,6000
2027,Arts Grant Funding,Callan Workhouse Union,Kilkenny County Council,Participatory Arts,115500
2027,Arts Grant Funding,"Carrick, Eoghan",Dublin City Council,Theatre,149200
2027,Arts Grant Funding,"Carson, Jessica",Cork City Council,Participatory Arts,20000
2027,Arts Grant Funding,Centre For Creative Practices,Wicklow County Council,Participatory Arts,60000
2027,Arts Grant Funding,Ceol Connected,Dublin City Council,Traditional Arts,97000
2027,Arts Grant Funding,Channel Press Company Limited By Guarantee,Dun Laoghaire Rathdown County Council,Literature (English language),16500
2027,Arts Grant Funding,Cill Rialaig Project Ltd,Kerry County Council,Artists support,35000
2027,Arts Grant Funding,Circ-i-lár,Westmeath County Council,Circus,55000
2027,Arts Grant Funding,Circus Factory,Cork City Council,Circus,69000
2027,Arts Grant Funding,"Cleary, Cathal",Roscommon County Council,Theatre,220014
2027,Arts Grant Funding,Clifden Arts Society,Galway County Council,Music,13000
2027,Arts Grant Funding,Clifden Community Arts Week,Galway County Council,Festivals and Events,135000
2027,Arts Grant Funding,Clonmel Junction Festival,Tipperary County Council,Festivals and Events,164000
2027,Arts Grant Funding,Cloughjordan Circus Club,Tipperary County Council,Children and Young People's Arts,145500
2027,Arts Grant Funding,Cobh Carillon Committee,Cork County Council,Music,5500
2027,Arts Grant Funding,Comhar Teoranta,Dublin City Council,Literature (Irish language),76140
2027,Arts Grant Funding,Common Ground,Dublin City Council,Participatory Arts,130000
2027,Arts Grant Funding,Company Philip Connaughton,Dublin City Council,Dance,106000
2027,Arts Grant Funding,Con Brio,Sligo County Council,Music,18500
2027,Arts Grant Funding,Contemporary Art Gallery Association,Dun Laoghaire Rathdown County Council,Visual Arts,15000
2027,Arts Grant Funding,Cork Arts Theatre,Cork City Council,Theatre,112561
2027,Arts Grant Funding,Cork Community Artlink Ltd,Cork City Council,Participatory Arts,85000
2027,Arts Grant Funding,Cork International Choral Festival,Cork City Council,Music,42000
2027,Arts Grant Funding,Cork Orchestral Society,Cork City Council,Music,40000
2027,Arts Grant Funding,Cork Puppetry Company,Cork City Council,Street Performance and Spectacle,15000
2027,Arts Grant Funding,Courthouse Studios and Gallery,Clare County Council,Visual Arts,38250
2027,Arts Grant Funding,Crannog Magazine,Galway City Council,Literature (English language),24000
2027,Arts Grant Funding,Croi Glan Integrated Dance,Cork County Council,Dance,80000
2027,Arts Grant Funding,Cuirt Intl Festival of Literature,Galway City Council,Literature (English language),132200
2027,Arts Grant Funding,Curlew Editions Ltd,Sligo County Council,Literature (English language),55000
2027,Arts Grant Funding,"Curley, Paul",Dublin City Council,Children and Young People's Arts,55000
2027,Arts Grant Funding,Custom House Studios Ltd,Mayo County Council,Visual Arts,37400
2027,Arts Grant Funding,Dalen (Llyfrau) Cyf,Clare County Council,Literature (Irish language),46000
2027,Arts Grant Funding,Dalkey Book Festival,Dun Laoghaire Rathdown County Council,Literature (English language),50000
2027,Arts Grant Funding,Dead Centre Theatre Company,Dublin City Council,Theatre,244494
2027,Arts Grant Funding,Decadent Theatre Company,Galway City Council,Theatre,179168
2027,Arts Grant Funding,Dedalus Press,Fingal County Council,Literature (English language),115000
2027,Arts Grant Funding,Diatribe,Dublin City Council,Music,24750
2027,Arts Grant Funding,Disrupt Disability Arts Festival,Dublin City Council,Festivals and Events,77675
2027,Arts Grant Funding,"Doherty, Seán",Dublin City Council,Music,9000
2027,Arts Grant Funding,Doire Press,Galway County Council,Literature (English language),92000
2027,Arts Grant Funding,Drogheda International Music Series,Louth County Council,Music,44075
2027,Arts Grant Funding,Drumnadubber Arts,Leitrim County Council,Artists support,25000
2027,Arts Grant Funding,Dublin Book Festival,Dun Laoghaire Rathdown County Council,Literature (English language),110000
2027,Arts Grant Funding,Dublin Modular,Fingal County Council,Music,13200
2027,Arts Grant Funding,Dublin Sound Lab,Dublin City Council,Music,41000
2027,Arts Grant Funding,Dublin Youth Theatre,Dublin City Council,Children and Young People's Arts,115000
2027,Arts Grant Funding,Dun Laoghaire Organ Festival,Dun Laoghaire Rathdown County Council,Music,14000
2027,Arts Grant Funding,Ergodos,Dublin City Council,Music,13000
2027,Arts Grant Funding,Evlana,Roscommon County Council,Music,40000
2027,Arts Grant Funding,Fallow Media,Dublin City Council,Literature (English language),26000
